행정구역,순위,2023년 수(명),비율(%)
충청남도 당진시 송산면,1713,"11,932",0.02
인천광역시 부평구 일신동,1714,"11,929",0.02
경기도 안양시 만안구 안양1동,1715,"11,929",0.02
경기도 성남시 중원구 상대원3동,1716,"11,903",0.02
강원특별자치도 강릉시 포남2동,1717,"11,899",0.02
대구광역시 동구 신천1·2동,1718,"11,893",0.02
경상남도 창녕군 남지읍,1719,"11,877",0.02
경기도 화성시 송산면,1720,"11,843",0.02
울산광역시 동구 남목3동,1721,"11,791",0.02
경상남도 창원시 마산합포구 진동면,1722,"11,774",0.02
부산광역시 금정구 부곡4동,1723,"11,766",0.02
서울특별시 용산구 서빙고동,1724,"11,726",0.02
경기도 평택시 진위면,1725,"11,724",0.02
전북특별자치도 전주시 완산구 삼천1동,1726,"11,719",0.02
경상북도 포항시 남구 송도동,1727,"11,715",0.02
인천광역시 서구 가좌4동,1728,"11,704",0.02
경기도 시흥시 매화동,1729,"11,687",0.02
충청북도 음성군 감곡면,1730,"11,681",0.02
서울특별시 중구 중림동,1731,"11,680",0.02
전북특별자치도 전주시 덕진구 금암1동,1732,"11,660",0.02
경상남도 진주시 상평동,1733,"11,658",0.02
대전광역시 서구 월평1동,1734,"11,657",0.02
전라남도 여수시 미평동,1735,"11,646",0.02
대전광역시 중구 문화2동,1736,"11,629",0.02
경기도 시흥시 거북섬동,1737,"11,627",0.02
서울특별시 송파구 거여1동,1738,"11,608",0.02
광주광역시 북구 오치2동,1739,"11,601",0.02
경기도 광명시 하안4동,1740,"11,596",0.02
서울특별시 강동구 상일2동,1741,"11,591",0.02
부산광역시 사하구 괴정3동,1742,"11,580",0.02
경상남도 진주시 신안동,1743,"11,580",0.02
경상남도 창원시 마산합포구 산호동,1744,"11,578",0.02
광주광역시 북구 운암2동,1745,"11,556",0.02
광주광역시 남구 백운1동,1746,"11,552",0.02
전라남도 나주시 남평읍,1747,"11,552",0.02
경상북도 영주시 풍기읍,1748,"11,551",0.02
경기도 성남시 수정구 고등동,1749,"11,527",0.02
충청북도 청주시 흥덕구 봉명1동,1750,"11,501",0.02
대구광역시 수성구 파동,1751,"11,500",0.02
전북특별자치도 군산시 흥남동,1752,"11,460",0.02
부산광역시 사상구 덕포1동,1753,"11,436",0.02
광주광역시 서구 농성1동,1754,"11,425",0.02
대구광역시 남구 대명3동,1755,"11,423",0.02
서울특별시 영등포구 신길5동,1756,"11,422",0.02
경상남도 양산시 중앙동,1757,"11,401",0.02
대구광역시 남구 대명6동,1758,"11,399",0.02
인천광역시 미추홀구 주안7동,1759,"11,382",0.02
경기도 수원시 권선구 세류1동,1760,"11,357",0.02
서울특별시 강남구 삼성1동,1761,"11,344",0.02
부산광역시 해운대구 반여2동,1762,"11,344",0.02
경기도 안양시 동안구 비산3동,1763,"11,333",0.02
대전광역시 대덕구 회덕동,1764,"11,296",0.02
경기도 수원시 팔달구 지동,1765,"11,267",0.02
부산광역시 북구 덕천2동,1766,"11,260",0.02
경기도 성남시 수정구 신흥3동,1767,"11,248",0.02
부산광역시 동구 좌천동,1768,"11,237",0.02
전북특별자치도 전주시 덕진구 금암2동,1769,"11,233",0.02
울산광역시 중구 중앙동,1770,"11,221",0.02
경상북도 상주시 남원동,1771,"11,214",0.02
서울특별시 광진구 능동,1772,"11,200",0.02
강원특별자치도 철원군 갈말읍,1773,"11,194",0.02
충청북도 청주시 상당구 탑·대성동,1774,"11,191",0.02
광주광역시 동구 학운동,1775,"11,176",0.02
부산광역시 부산진구 부전2동,1776,"11,148",0.02
서울특별시 용산구 용문동,1777,"11,081",0.02
경상남도 창원시 마산합포구 문화동,1778,"11,073",0.02
서울특별시 동작구 노량진2동,1779,"11,068",0.02
충청남도 서천군 장항읍,1780,"11,066",0.02
경기도 포천시 가산면,1781,"11,063",0.02
부산광역시 남구 용호3동,1782,"11,059",0.02
부산광역시 사하구 장림1동,1783,"11,006",0.02
울산광역시 동구 대송동,1784,"10,929",0.02
경상남도 진주시 이현동,1785,"10,923",0.02
경기도 동두천시 생연2동,1786,"10,901",0.02
대전광역시 동구 성남동,1787,"10,895",0.02
경상북도 김천시 지좌동,1788,"10,884",0.02
충청북도 괴산군 괴산읍,1789,"10,874",0.02
전북특별자치도 정읍시 초산동,1790,"10,839",0.02
세종특별자치시 세종시 어진동,1791,"10,835",0.02
대구광역시 동구 신암2동,1792,"10,829",0.02
세종특별자치시 세종시 대평동,1793,"10,822",0.02
광주광역시 서구 유덕동,1794,"10,818",0.02
전라남도 목포시 옥암동,1795,"10,816",0.02
전라남도 나주시 성북동,1796,"10,807",0.02
전북특별자치도 군산시 미성동,1797,"10,806",0.02
전북특별자치도 전주시 완산구 노송동,1798,"10,805",0.02
경기도 고양시 덕양구 주교동,1799,"10,799",0.02
대전광역시 서구 가장동,1800,"10,789",0.02
경기도 과천시 갈현동,1801,"10,782",0.02
경상북도 경산시 중방동,1802,"10,770",0.02
경상북도 청도군 청도읍,1803,"10,768",0.02
제주특별자치도 서귀포시 서홍동,1804,"10,767",0.02
경기도 고양시 일산동구 장항1동,1805,"10,754",0.02
전북특별자치도 김제시 요촌동,1806,"10,750",0.02
부산광역시 부산진구 당감2동,1807,"10,746",0.02
부산광역시 남구 문현1동,1808,"10,746",0.02
대구광역시 동구 신암3동,1809,"10,746",0.02
서울특별시 종로구 청운효자동,1810,"10,742",0.02
부산광역시 동구 범일1동,1811,"10,718",0.02
전라남도 여수시 국동,1812,"10,696",0.02
대구광역시 북구 노원동,1813,"10,688",0.02
전북특별자치도 전주시 덕진구 인후2동,1814,"10,679",0.02
광주광역시 광산구 송정1동,1815,"10,672",0.02
강원특별자치도 강릉시 포남1동,1816,"10,670",0.02
전라남도 목포시 이로동,1817,"10,643",0.02
경상북도 영주시 가흥2동,1818,"10,643",0.02
울산광역시 중구 학성동,1819,"10,635",0.02
경기도 과천시 중앙동,1820,"10,614",0.02
대구광역시 수성구 수성2·3가동,1821,"10,611",0.02
전라남도 보성군 벌교읍,1822,"10,609",0.02
광주광역시 동구 계림1동,1823,"10,575",0.02
부산광역시 영도구 남항동,1824,"10,571",0.02
경기도 광주시 도척면,1825,"10,568",0.02
경기도 광명시 광명3동,1826,"10,559",0.02
대구광역시 서구 평리3동,1827,"10,544",0.02
경기도 안양시 만안구 안양5동,1828,"10,528",0.02
전북특별자치도 익산시 남중동,1829,"10,519",0.02
전라남도 광양시 광영동,1830,"10,503",0.02
경상남도 합천군 합천읍,1831,"10,502",0.02
강원특별자치도 인제군 인제읍,1832,"10,493",0.02
대구광역시 동구 신암1동,1833,"10,472",0.02
충청남도 청양군 청양읍,1834,"10,464",0.02
경상남도 통영시 미수동,1835,"10,461",0.02
경상남도 창원시 진해구 경화동,1836,"10,460",0.02
경상북도 영천시 금호읍,1837,"10,451",0.02
충청북도 제천시 신백동,1838,"10,437",0.02
경기도 수원시 팔달구 행궁동,1839,"10,412",0.02
광주광역시 북구 오치1동,1840,"10,398",0.02
경기도 파주시 법원읍,1841,"10,392",0.02
부산광역시 연제구 연산3동,1842,"10,390",0.02
부산광역시 부산진구 당감4동,1843,"10,381",0.02
서울특별시 용산구 효창동,1844,"10,375",0.02
경상남도 창원시 마산회원구 양덕1동,1845,"10,372",0.02
경상북도 안동시 강남동,1846,"10,333",0.02
경기도 고양시 덕양구 성사2동,1847,"10,317",0.02
서울특별시 금천구 시흥3동,1848,"10,303",0.02
부산광역시 중구 보수동,1849,"10,301",0.02
전라남도 여수시 둔덕동,1850,"10,297",0.02
대구광역시 수성구 범물1동,1851,"10,292",0.02
대구광역시 남구 대명1동,1852,"10,287",0.02
대구광역시 남구 대명4동,1853,"10,277",0.02
울산광역시 중구 약사동,1854,"10,272",0.02
전북특별자치도 전주시 완산구 효자2동,1855,"10,272",0.02
전라남도 목포시 연산동,1856,"10,264",0.02
경기도 광명시 철산1동,1857,"10,263",0.02
경상북도 영주시 휴천2동,1858,"10,250",0.02
서울특별시 종로구 숭인2동,1859,"10,244",0.02
대구광역시 달서구 상인3동,1860,"10,241",0.02
대전광역시 서구 가수원동,1861,"10,235",0.02
경상남도 진주시 중앙동,1862,"10,230",0.02
경기도 안양시 동안구 갈산동,1863,"10,222",0.02
대구광역시 북구 산격2동,1864,"10,219",0.02
부산광역시 금정구 서3동,1865,"10,208",0.02
서울특별시 중구 신당5동,1866,"10,182",0.02
대구광역시 수성구 만촌2동,1867,"10,182",0.02
경상남도 김해시 부원동,1868,"10,168",0.02
경상북도 영덕군 영덕읍,1869,"10,147",0.02
대구광역시 서구 비산7동,1870,"10,144",0.02
서울특별시 성동구 성수2가3동,1871,"10,141",0.02
충청북도 청주시 상당구 영운동,1872,"10,107",0.02
전북특별자치도 전주시 완산구 중앙동,1873,"10,085",0.02
충청남도 천안시 서북구 입장면,1874,"10,084",0.02
대구광역시 서구 내당1동,1875,"10,079",0.02
서울특별시 성동구 송정동,1876,"10,071",0.02
울산광역시 북구 염포동,1877,"10,071",0.02
전라남도 광양시 금호동,1878,"10,058",0.02
전북특별자치도 완주군 용진읍,1879,"10,038",0.02
부산광역시 동래구 사직1동,1880,"10,031",0.02
대전광역시 중구 오류동,1881,"10,030",0.02
전북특별자치도 순창군 순창읍,1882,"10,023",0.02
경상남도 김해시 동상동,1883,"10,020",0.02
경기도 이천시 관고동,1884,"10,016",0.02
경상북도 상주시 신흥동,1885,"9,973",0.02
부산광역시 부산진구 개금2동,1886,"9,972",0.02
충청북도 제천시 의림지동,1887,"9,933",0.02
부산광역시 북구 덕천3동,1888,"9,921",0.02
경기도 화성시 마도면,1889,"9,921",0.02
전라남도 구례군 구례읍,1890,"9,915",0.02
전라남도 여수시 만덕동,1891,"9,910",0.02
전라남도 진도군 진도읍,1892,"9,905",0.02
전라남도 고흥군 도양읍,1893,"9,899",0.02
경기도 가평군 설악면,1894,"9,898",0.02
충청북도 제천시 영서동,1895,"9,879",0.02
경상남도 통영시 북신동,1896,"9,876",0.02
부산광역시 수영구 망미2동,1897,"9,836",0.02
충청북도 단양군 단양읍,1898,"9,818",0.02
인천광역시 동구 송현1·2동,1899,"9,796",0.02
부산광역시 서구 충무동,1900,"9,758",0.02
광주광역시 동구 산수2동,1901,"9,752",0.02
경상남도 진주시 성북동,1902,"9,749",0.02
경기도 안양시 동안구 달안동,1903,"9,744",0.02
전라남도 목포시 용당1동,1904,"9,742",0.02
서울특별시 중구 동화동,1905,"9,738",0.02
충청북도 청주시 서원구 남이면,1906,"9,737",0.02
경기도 성남시 수정구 양지동,1907,"9,723",0.02
서울특별시 용산구 용산2가동,1908,"9,715",0.02
강원특별자치도 고성군 토성면,1909,"9,709",0.02
경상북도 경주시 불국동,1910,"9,706",0.02
경기도 성남시 분당구 수내2동,1911,"9,669",0.02
경상북도 영천시 완산동,1912,"9,662",0.02
경기도 남양주시 수동면,1913,"9,660",0.02
전북특별자치도 익산시 마동,1914,"9,654",0.02
충청남도 당진시 합덕읍,1915,"9,637",0.02
경기도 파주시 월롱면,1916,"9,623",0.02
경기도 양평군 강상면,1917,"9,613",0.02
경기도 동두천시 소요동,1918,"9,606",0.02
경기도 양주시 회천1동,1919,"9,587",0.02
경기도 성남시 중원구 은행1동,1920,"9,575",0.02
부산광역시 수영구 광안3동,1921,"9,571",0.02
강원특별자치도 강릉시 송정동,1922,"9,570",0.02
부산광역시 연제구 거제4동,1923,"9,560",0.02
강원특별자치도 정선군 정선읍,1924,"9,556",0.02
경상남도 창원시 마산회원구 회원1동,1925,"9,550",0.02
경기도 포천시 일동면,1926,"9,487",0.02
경상남도 창원시 마산회원구 회원2동,1927,"9,480",0.02
충청남도 서산시 음암면,1928,"9,474",0.02
경상남도 양산시 강서동,1929,"9,471",0.02
경기도 포천시 군내면,1930,"9,466",0.02
경상북도 고령군 대가야읍,1931,"9,437",0.02
충청남도 서산시 해미면,1932,"9,401",0.02
울산광역시 북구 양정동,1933,"9,391",0.02
경상북도 포항시 남구 동해면,1934,"9,388",0.02
경상남도 창원시 진해구 덕산동,1935,"9,374",0.02
서울특별시 종로구 교남동,1936,"9,371",0.02
경상남도 통영시 봉평동,1937,"9,363",0.02
강원특별자치도 삼척시 도계읍,1938,"9,349",0.02
충청남도 금산군 추부면,1939,"9,341",0.02
제주특별자치도 제주시 한경면,1940,"9,316",0.02
충청남도 천안시 동남구 원성2동,1941,"9,299",0.02
서울특별시 중구 신당동,1942,"9,293",0.02
경기도 김포시 하성면,1943,"9,292",0.02
경기도 시흥시 신현동,1944,"9,283",0.02
부산광역시 사상구 모라3동,1945,"9,275",0.02
충청북도 충주시 문화동,1946,"9,255",0.02
경상북도 영천시 중앙동,1947,"9,238",0.02
경기도 광명시 철산4동,1948,"9,237",0.02
경상남도 김해시 한림면,1949,"9,229",0.02
충청남도 아산시 온양1동,1950,"9,225",0.02
경상북도 봉화군 봉화읍,1951,"9,223",0.02
부산광역시 금정구 청룡노포동,1952,"9,222",0.02
광주광역시 동구 지원1동,1953,"9,184",0.02
전북특별자치도 진안군 진안읍,1954,"9,184",0.02
경상남도 창원시 마산합포구 자산동,1955,"9,166",0.02
경상남도 김해시 칠산서부동,1956,"9,155",0.02
경상북도 상주시 북문동,1957,"9,146",0.02
서울특별시 종로구 부암동,1958,"9,136",0.02
대구광역시 서구 원대동,1959,"9,125",0.02
전북특별자치도 무주군 무주읍,1960,"9,120",0.02
서울특별시 용산구 이태원2동,1961,"9,112",0.02
부산광역시 해운대구 송정동,1962,"9,104",0.02
경상남도 창원시 마산회원구 구암2동,1963,"9,080",0.02
부산광역시 연제구 거제3동,1964,"9,078",0.02
경기도 군포시 대야동,1965,"9,075",0.02
경기도 용인시 처인구 백암면,1966,"9,072",0.02
광주광역시 서구 화정3동,1967,"9,069",0.02
대전광역시 중구 용두동,1968,"9,065",0.02
경상남도 진주시 정촌면,1969,"9,062",0.02
경상북도 칠곡군 약목면,1970,"9,053",0.02
충청북도 충주시 봉방동,1971,"9,028",0.02
부산광역시 기장군 장안읍,1972,"9,024",0.02
경상남도 김해시 회현동,1973,"9,017",0.02
광주광역시 북구 임동,1974,"9,015",0.02
세종특별자치시 세종시 장군면,1975,"9,013",0.02
제주특별자치도 제주시 건입동,1976,"9,010",0.02
경상남도 통영시 도천동,1977,"8,999",0.02
부산광역시 영도구 동삼3동,1978,"8,983",0.02
경기도 양평군 서종면,1979,"8,977",0.02
경상북도 포항시 북구 환여동,1980,"8,977",0.02
전라남도 목포시 산정동,1981,"8,962",0.02
부산광역시 동구 수정2동,1982,"8,953",0.02
울산광역시 남구 야음장생포동,1983,"8,939",0.02
경기도 가평군 조종면,1984,"8,934",0.02
강원특별자치도 속초시 교동,1985,"8,932",0.02
대구광역시 서구 비산4동,1986,"8,910",0.02
경상남도 의령군 의령읍,1987,"8,907",0.02
경기도 안양시 만안구 안양8동,1988,"8,900",0.02
충청남도 서산시 지곡면,1989,"8,900",0.02
경상남도 하동군 하동읍,1990,"8,868",0.02
경기도 안산시 단원구 대부동,1991,"8,864",0.02
부산광역시 남구 감만1동,1992,"8,832",0.02
전라남도 목포시 북항동,1993,"8,814",0.02
인천광역시 서구 가정3동,1994,"8,812",0.02
강원특별자치도 원주시 일산동,1995,"8,788",0.02
대구광역시 서구 내당2·3동,1996,"8,782",0.02
세종특별자치시 세종시 해밀동,1997,"8,777",0.02
전라남도 순천시 매곡동,1998,"8,775",0.02
서울특별시 종로구 창신2동,1999,"8,761",0.02
경상남도 창원시 진해구 웅동1동,2000,"8,759",0.02
경상북도 경주시 건천읍,2001,"8,746",0.02
경상남도 거제시 능포동,2002,"8,744",0.02
울산광역시 울주군 웅촌면,2003,"8,725",0.02
강원특별자치도 춘천시 소양동,2004,"8,708",0.02
경상북도 상주시 계림동,2005,"8,703",0.02
전북특별자치도 익산시 송학동,2006,"8,695",0.02
경상남도 창원시 마산회원구 합성1동,2007,"8,692",0.02
충청남도 당진시 석문면,2008,"8,688",0.02
대구광역시 서구 비산1동,2009,"8,681",0.02
부산광역시 영도구 동삼2동,2010,"8,657",0.02
부산광역시 남구 문현4동,2011,"8,657",0.02
대구광역시 달서구 두류3동,2012,"8,653",0.02
대구광역시 남구 대명10동,2013,"8,633",0.02
전북특별자치도 군산시 구암동,2014,"8,618",0.02
대구광역시 북구 산격1동,2015,"8,614",0.02
강원특별자치도 원주시 행구동,2016,"8,605",0.02
대구광역시 북구 산격4동,2017,"8,594",0.02
서울특별시 송파구 잠실7동,2018,"8,581",0.02
경상북도 고령군 다산면,2019,"8,578",0.02
경기도 안산시 상록구 안산동,2020,"8,572",0.02
경상남도 거제시 연초면,2021,"8,572",0.02
충청북도 청주시 청원구 내덕1동,2022,"8,520",0.02
경상북도 문경시 점촌3동,2023,"8,516",0.02
경기도 용인시 처인구 원삼면,2024,"8,488",0.02
세종특별자치시 세종시 금남면,2025,"8,481",0.02
경상남도 창원시 마산합포구 완월동,2026,"8,473",0.02
부산광역시 남구 용당동,2027,"8,463",0.02
전라남도 목포시 부흥동,2028,"8,462",0.02
전라남도 무안군 청계면,2029,"8,453",0.02
충청북도 음성군 삼성면,2030,"8,443",0.02
충청남도 서산시 동문2동,2031,"8,423",0.02
대구광역시 서구 비산2·3동,2032,"8,390",0.02
광주광역시 남구 월산동,2033,"8,388",0.02
서울특별시 종로구 사직동,2034,"8,377",0.02
충청남도 천안시 동남구 원성1동,2035,"8,377",0.02
경상남도 창원시 마산회원구 구암1동,2036,"8,355",0.02
경상남도 창원시 진해구 이동,2037,"8,341",0.02
경상북도 안동시 서구동,2038,"8,339",0.02
경상남도 통영시 정량동,2039,"8,338",0.02
경상남도 진주시 문산읍,2040,"8,314",0.02
울산광역시 중구 반구2동,2041,"8,310",0.02
대구광역시 중구 동인동,2042,"8,302",0.02
울산광역시 남구 신정5동,2043,"8,299",0.02
경기도 안성시 일죽면,2044,"8,292",0.02
부산광역시 금정구 서2동,2045,"8,269",0.02
광주광역시 남구 월산4동,2046,"8,263",0.02
대구광역시 남구 봉덕1동,2047,"8,247",0.02
대구광역시 남구 대명11동,2048,"8,215",0.02
울산광역시 동구 남목1동,2049,"8,210",0.02
전라남도 나주시 송월동,2050,"8,208",0.02
경기도 화성시 서신면,2051,"8,194",0.02
강원특별자치도 춘천시 근화동,2052,"8,191",0.02
울산광역시 울주군 서생면,2053,"8,170",0.02
강원특별자치도 삼척시 정라동,2054,"8,157",0.02
충청북도 충주시 달천동,2055,"8,152",0.02
부산광역시 서구 부민동,2056,"8,150",0.02
부산광역시 동래구 복산동,2057,"8,150",0.02
강원특별자치도 평창군 진부면,2058,"8,148",0.02
충청남도 천안시 동남구 문성동,2059,"8,145",0.02
경상남도 창원시 성산구 웅남동,2060,"8,141",0.02
제주특별자치도 제주시 삼도2동,2061,"8,111",0.02
대구광역시 북구 복현1동,2062,"8,102",0.02
부산광역시 동구 범일5동,2063,"8,096",0.02
전북특별자치도 전주시 완산구 서서학동,2064,"8,093",0.02
광주광역시 남구 방림2동,2065,"8,091",0.02
울산광역시 울주군 상북면,2066,"8,089",0.02
경상남도 김해시 진례면,2067,"8,067",0.02
전라남도 보성군 보성읍,2068,"8,057",0.02
대구광역시 중구 성내3동,2069,"8,053",0.02
경상북도 청도군 화양읍,2070,"8,046",0.02
경기도 파주시 교하동,2071,"8,028",0.02
강원특별자치도 평창군 평창읍,2072,"8,023",0.02
부산광역시 서구 남부민2동,2073,"8,018",0.02
서울특별시 종로구 이화동,2074,"8,004",0.02
강원특별자치도 원주시 소초면,2075,"7,989",0.02
광주광역시 남구 대촌동,2076,"7,978",0.02
대구광역시 동구 신천4동,2077,"7,945",0.02
경상남도 창원시 진해구 여좌동,2078,"7,939",0.02
충청북도 진천군 이월면,2079,"7,932",0.02
충청남도 논산시 강경읍,2080,"7,925",0.02
경기도 안성시 죽산면,2081,"7,910",0.02
대전광역시 동구 판암2동,2082,"7,902",0.02
충청남도 홍성군 광천읍,2083,"7,899",0.02
충청남도 계룡시 금암동,2084,"7,892",0.02
경상남도 밀양시 상남면,2085,"7,884",0.02
광주광역시 동구 산수1동,2086,"7,850",0.02
경기도 양평군 옥천면,2087,"7,825",0.02
전라남도 여수시 주삼동,2088,"7,824",0.02
경기도 광명시 광명4동,2089,"7,822",0.02
강원특별자치도 원주시 명륜1동,2090,"7,812",0.02
경기도 평택시 신장1동,2091,"7,797",0.02
경상남도 양산시 하북면,2092,"7,794",0.02
강원특별자치도 화천군 화천읍,2093,"7,782",0.02
광주광역시 광산구 비아동,2094,"7,778",0.02
충청남도 태안군 안면읍,2095,"7,770",0.02
경기도 양주시 남면,2096,"7,751",0.01
경상남도 거제시 일운면,2097,"7,740",0.01
부산광역시 남구 문현2동,2098,"7,730",0.01
인천광역시 강화군 선원면,2099,"7,715",0.01
전라남도 함평군 함평읍,2100,"7,705",0.01
대구광역시 군위군 군위읍,2101,"7,695",0.01
부산광역시 해운대구 반여3동,2102,"7,684",0.01
경상남도 창원시 마산회원구 합성2동,2103,"7,676",0.01
경기도 포천시 영북면,2104,"7,674",0.01
전라남도 순천시 남제동,2105,"7,672",0.01
경상북도 김천시 아포읍,2106,"7,663",0.01
경상북도 상주시 동문동,2107,"7,663",0.01
충청남도 공주시 웅진동,2108,"7,655",0.01
부산광역시 남구 용호4동,2109,"7,611",0.01
경상북도 포항시 남구 구룡포읍,2110,"7,604",0.01
대구광역시 동구 신암5동,2111,"7,599",0.01
전북특별자치도 전주시 덕진구 팔복동,2112,"7,598",0.01
대구광역시 중구 대봉1동,2113,"7,568",0.01
서울특별시 종로구 무악동,2114,"7,557",0.01
제주특별자치도 제주시 이도1동,2115,"7,548",0.01
부산광역시 금정구 부곡1동,2116,"7,541",0.01
광주광역시 남구 주월2동,2117,"7,527",0.01
강원특별자치도 인제군 북면,2118,"7,481",0.01
서울특별시 용산구 이태원1동,2119,"7,479",0.01
광주광역시 동구 학동,2120,"7,479",0.01
경기도 화성시 비봉면,2121,"7,474",0.01
경기도 연천군 연천읍,2122,"7,466",0.01
인천광역시 중구 개항동,2123,"7,460",0.01
경기도 양주시 은현면,2124,"7,449",0.01
전북특별자치도 군산시 경암동,2125,"7,432",0.01
전라남도 영암군 영암읍,2126,"7,429",0.01
광주광역시 북구 두암1동,2127,"7,426",0.01
부산광역시 금정구 금사회동동,2128,"7,407",0.01
부산광역시 서구 서대신3동,2129,"7,399",0.01
대구광역시 북구 고성동,2130,"7,398",0.01
경기도 안성시 금광면,2131,"7,396",0.01
서울특별시 용산구 이촌2동,2132,"7,388",0.01
경상북도 울진군 후포면,2133,"7,384",0.01
경상남도 거제시 옥포1동,2134,"7,383",0.01
경기도 부천시 원미구 소사동,2135,"7,378",0.01
경기도 김포시 월곶면,2136,"7,373",0.01
강원특별자치도 원주시 봉산동,2137,"7,343",0.01
세종특별자치시 세종시 연서면,2138,"7,342",0.01
전라남도 여수시 월호동,2139,"7,342",0.01
광주광역시 서구 광천동,2140,"7,338",0.01
부산광역시 동구 범일2동,2141,"7,337",0.01
전라남도 곡성군 곡성읍,2142,"7,334",0.01
부산광역시 서구 동대신3동,2143,"7,333",0.01
경상북도 영주시 휴천3동,2144,"7,330",0.01
경상남도 밀양시 가곡동,2145,"7,313",0.01
부산광역시 기장군 철마면,2146,"7,310",0.01
강원특별자치도 삼척시 성내동,2147,"7,302",0.01
대구광역시 서구 평리2동,2148,"7,292",0.01
충청남도 공주시 옥룡동,2149,"7,290",0.01
대구광역시 달성군 가창면,2150,"7,288",0.01
충청남도 계룡시 신도안면,2151,"7,283",0.01
강원특별자치도 강릉시 교2동,2152,"7,268",0.01
강원특별자치도 춘천시 신북읍,2153,"7,248",0.01
광주광역시 광산구 평동,2154,"7,242",0.01
부산광역시 영도구 영선2동,2155,"7,234",0.01
경상북도 영주시 상망동,2156,"7,221",0.01
인천광역시 미추홀구 용현3동,2157,"7,204",0.01
경기도 이천시 호법면,2158,"7,200",0.01
대구광역시 중구 대신동,2159,"7,170",0.01
인천광역시 부평구 청천1동,2160,"7,152",0.01
경상북도 김천시 평화남산동,2161,"7,139",0.01
부산광역시 영도구 봉래2동,2162,"7,130",0.01
경상남도 사천시 향촌동,2163,"7,130",0.01
경상남도 거제시 거제면,2164,"7,104",0.01
대구광역시 중구 남산2동,2165,"7,099",0.01
강원특별자치도 원주시 판부면,2166,"7,096",0.01
부산광역시 영도구 신선동,2167,"7,087",0.01
충청북도 청주시 상당구 남일면,2168,"7,083",0.01
경기도 파주시 적성면,2169,"7,082",0.01
전라남도 순천시 조곡동,2170,"7,081",0.01
경상북도 울진군 북면,2171,"7,066",0.01
부산광역시 서구 서대신4동,2172,"7,062",0.01
경기도 안양시 만안구 안양4동,2173,"7,058",0.01
서울특별시 중구 광희동,2174,"7,047",0.01
인천광역시 동구 화수2동,2175,"7,027",0.01
전북특별자치도 임실군 임실읍,2176,"7,023",0.01
강원특별자치도 고성군 간성읍,2177,"7,019",0.01
경기도 안성시 원곡면,2178,"7,001",0.01
대구광역시 서구 평리1동,2179,"6,996",0.01
경상남도 밀양시 삼랑진읍,2180,"6,992",0.01
경상남도 창원시 의창구 대산면,2181,"6,972",0.01
경상남도 사천시 용현면,2182,"6,962",0.01
경상남도 창원시 진해구 병암동,2183,"6,948",0.01
인천광역시 강화군 길상면,2184,"6,935",0.01
경상남도 김해시 불암동,2185,"6,920",0.01
서울특별시 종로구 종로1·2·3·4가동,2186,"6,901",0.01
경상북도 안동시 풍천면,2187,"6,897",0.01
서울특별시 용산구 남영동,2188,"6,895",0.01
충청북도 충주시 목행·용탄동,2189,"6,876",0.01
충청남도 서산시 인지면,2190,"6,874",0.01
충청북도 충주시 교현2동,2191,"6,858",0.01
광주광역시 남구 백운2동,2192,"6,852",0.01
전라남도 순천시 풍덕동,2193,"6,842",0.01
대구광역시 서구 비산6동,2194,"6,838",0.01
충청남도 천안시 동남구 병천면,2195,"6,837",0.01
전북특별자치도 익산시 오산면,2196,"6,826",0.01
경기도 여주시 대신면,2197,"6,821",0.01
경기도 하남시 신장1동,2198,"6,808",0.01
전북특별자치도 남원시 향교동,2199,"6,808",0.01
전북특별자치도 익산시 팔봉동,2200,"6,802",0.01
충청남도 공주시 유구읍,2201,"6,784",0.01
경기도 양평군 지평면,2202,"6,782",0.01
경상남도 밀양시 하남읍,2203,"6,748",0.01
대구광역시 중구 삼덕동,2204,"6,744",0.01
대전광역시 대덕구 대화동,2205,"6,733",0.01
전북특별자치도 장수군 장수읍,2206,"6,727",0.01
광주광역시 남구 양림동,2207,"6,726",0.01
경기도 화성시 양감면,2208,"6,696",0.01
광주광역시 남구 방림1동,2209,"6,678",0.01
경기도 하남시 천현동,2210,"6,671",0.01
강원특별자치도 삼척시 남양동,2211,"6,665",0.01
경기도 화성시 매송면,2212,"6,663",0.01
경상북도 영양군 영양읍,2213,"6,620",0.01
경기도 과천시 과천동,2214,"6,608",0.01
전라남도 나주시 금천면,2215,"6,608",0.01
경상북도 경산시 자인면,2216,"6,608",0.01
경상남도 산청군 산청읍,2217,"6,608",0.01
경기도 평택시 오성면,2218,"6,600",0.01
충청남도 아산시 인주면,2219,"6,583",0.01
경상남도 함안군 군북면,2220,"6,577",0.01
제주특별자치도 제주시 용담1동,2221,"6,574",0.01
강원특별자치도 태백시 황지동,2222,"6,562",0.01
충청북도 제천시 봉양읍,2223,"6,562",0.01
부산광역시 서구 동대신2동,2224,"6,558",0.01
전라남도 목포시 목원동,2225,"6,544",0.01
광주광역시 동구 서남동,2226,"6,537",0.01
전북특별자치도 익산시 함열읍,2227,"6,531",0.01
부산광역시 중구 영주2동,2228,"6,530",0.01
경상북도 문경시 점촌2동,2229,"6,521",0.01
대전광역시 대덕구 목상동,2230,"6,520",0.01
경상북도 문경시 문경읍,2231,"6,517",0.01
경상남도 창원시 마산합포구 합포동,2232,"6,511",0.01
